unique_key,created_time,closed_time,created_date,closed_date,agency_name,complaint_type,descriptor,incident_zip,incident_address,address_type,city,status
40967544,4:54:00,13:28:00,11/17/2018,11/19/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),0,0,INTERSECTION,0,Closed
39047166,20:05:00,0:09:00,4/27/2018,5/1/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),0,0,INTERSECTION,0,Closed
41779437,13:58:00,11:46:00,2/24/2019,2/26/2019,Department of Environmental Protection,Noise,Noise: Alarms (NR3),0,0,INTERSECTION,0,Closed
40411648,22:29:00,14:44:00,9/29/2018,10/1/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),0,0,INTERSECTION,0,Closed
41404987,2:21:00,3:45:00,1/12/2019,1/15/2019,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),0,0,INTERSECTION,0,Closed
41224636,1:35:00,0:00:00,12/19/2018,12/24/2018,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),0,0,INTERSECTION,0,Closed
39439347,12:54:00,16:00:00,6/12/2018,6/15/2018,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),0,0,INTERSECTION,0,Closed
40396117,9:38:00,19:25:00,9/27/2018,9/28/2018,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),0,0,INTERSECTION,0,Closed
40001634,21:15:00,22:30:00,8/13/2018,8/15/2018,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),0,0,INTERSECTION,0,Closed
40154035,7:31:00,8:00:00,8/30/2018,9/13/2018,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),0,0,INTERSECTION,0,Closed
41237312,7:55:00,7:44:00,12/20/2018,12/21/2018,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),0,0,INTERSECTION,0,Closed
38950010,12:00:00,14:00:00,4/13/2018,4/13/2018,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),0,0,INTERSECTION,0,Closed
40387977,7:32:00,12:00:00,9/26/2018,10/12/2018,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),0,0,INTERSECTION,0,Closed
41187215,7:34:00,17:45:00,12/14/2018,12/14/2018,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),0,0,INTERSECTION,0,Closed
39548833,22:16:00,20:00:00,6/23/2018,6/27/2018,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",0,0,INTERSECTION,0,Closed
39920924,15:22:00,17:30:00,8/4/2018,9/7/2018,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",0,0,INTERSECTION,0,Closed
39391065,17:12:00,17:30:00,6/6/2018,6/8/2018,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",0,0,INTERSECTION,0,Closed
39922712,17:10:00,9:41:00,8/4/2018,9/4/2018,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",0,0,INTERSECTION,0,Closed
40183239,19:03:00,21:15:00,9/4/2018,9/6/2018,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",0,0,INTERSECTION,0,Closed
40162867,17:14:00,13:30:00,9/1/2018,9/5/2018,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",0,0,INTERSECTION,0,Closed
40074733,19:31:00,18:30:00,8/22/2018,8/24/2018,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",0,0,INTERSECTION,0,Closed
40149042,15:43:00,15:45:00,8/30/2018,8/31/2018,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",0,0,INTERSECTION,0,Closed
39716633,7:00:00,8:00:00,7/12/2018,7/13/2018,Department of Environmental Protection,Noise,Noise:  lawn care equipment (NCL),0,E 11 ST,BLOCKFACE,0,Closed
39761069,16:31:00,21:45:00,7/17/2018,7/19/2018,Department of Environmental Protection,Noise,Noise:  lawn care equipment (NCL),0,E 11 ST,BLOCKFACE,0,Closed
40406669,9:58:00,14:30:00,9/28/2018,9/28/2018,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),0,0,INTERSECTION,0,Closed
40165610,9:10:00,11:00:00,9/1/2018,9/8/2018,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),0,0,INTERSECTION,0,Closed
40149035,14:09:00,10:00:00,8/30/2018,9/6/2018,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),0,0,INTERSECTION,0,Closed
40779807,13:47:00,17:00:00,11/8/2018,11/13/2018,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),0,0,INTERSECTION,0,Closed
40111181,5:39:00,12:30:00,8/26/2018,9/2/2018,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),0,CENTRAL PARK,ADDRESS,0,Closed
40510210,10:07:00,14:00:00,10/10/2018,10/10/2018,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),0,0,INTERSECTION,0,Closed
39484525,23:50:00,23:45:00,6/16/2018,6/21/2018,Department of Environmental Protection,Noise,"Noise: Boat(Engine,Music,Etc) (NR10)",0,BOAT BASIN,ADDRESS,0,Closed
39302344,22:37:00,0:00:00,5/27/2018,6/5/2018,Department of Environmental Protection,Noise,"Noise: Boat(Engine,Music,Etc) (NR10)",0,LIBERTY ISLAND,ADDRESS,0,Closed
40654513,3:35:00,20:38:00,10/25/2018,10/25/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40972634,21:21:00,16:47:00,11/18/2018,11/20/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
39402814,1:00:00,6:45:00,6/7/2018,6/13/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
39445703,4:24:00,15:59:00,6/12/2018,6/12/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
39390121,23:21:00,23:45:00,6/6/2018,6/13/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
38327220,10:13:00,10:00:00,1/28/2018,2/4/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40780986,10:58:00,19:12:00,11/8/2018,11/9/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
38977463,21:51:00,18:07:00,4/19/2018,4/20/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40803249,3:28:00,19:15:00,11/9/2018,11/9/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
39273551,21:56:00,20:32:00,5/24/2018,5/25/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40760079,23:28:00,16:30:00,11/6/2018,11/7/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
39377273,23:26:00,1:45:00,6/5/2018,6/8/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40061017,1:36:00,18:12:00,8/20/2018,8/20/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
39895546,2:15:00,0:00:00,8/1/2018,8/6/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
39100371,6:53:00,8:45:00,5/3/2018,5/16/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40129941,22:23:00,3:30:00,8/28/2018,8/30/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40756446,22:53:00,16:30:00,11/6/2018,11/7/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40388873,1:26:00,0:00:00,9/26/2018,10/1/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40750410,23:46:00,22:15:00,11/5/2018,11/13/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40392502,9:34:00,19:25:00,9/27/2018,9/28/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40413543,5:07:00,7:45:00,9/29/2018,9/29/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
39271416,22:42:00,1:00:00,5/23/2018,5/30/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40538800,2:08:00,20:45:00,10/13/2018,10/15/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
39667656,14:58:00,8:48:00,7/7/2018,7/14/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
39352776,8:23:00,8:00:00,6/2/2018,6/9/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
41761735,15:26:00,19:15:00,2/22/2019,3/4/2019,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
39382391,23:19:00,0:00:00,6/5/2018,6/12/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
41202114,2:40:00,8:15:00,12/16/2018,12/17/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
38824118,0:09:00,19:41:00,3/30/2018,3/30/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
41397190,2:41:00,23:00:00,1/11/2019,1/14/2019,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40436562,19:12:00,8:28:00,10/2/2018,10/3/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
38993327,3:32:00,21:15:00,4/20/2018,4/24/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
38971635,22:59:00,22:00:00,4/18/2018,4/23/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
39444446,4:18:00,2:15:00,6/12/2018,6/19/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
39247472,1:08:00,19:30:00,5/21/2018,5/22/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40318929,20:51:00,23:30:00,9/18/2018,9/24/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40388879,6:32:00,7:00:00,9/26/2018,10/4/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
39464709,23:37:00,0:30:00,6/14/2018,6/20/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40542963,8:39:00,13:15:00,10/14/2018,10/28/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,WHITE AVE,BLOCKFACE,0,Closed
39855479,9:06:00,14:00:00,7/28/2018,8/4/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40274982,23:01:00,0:45:00,9/13/2018,9/18/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40064876,0:19:00,0:15:00,8/21/2018,8/23/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,13 PIERREPONT ST,BLOCKFACE,0,Closed
39923553,4:40:00,15:45:00,8/4/2018,8/11/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
39443135,22:03:00,1:15:00,6/12/2018,6/19/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
41730023,20:49:00,9:23:00,2/18/2019,2/19/2019,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
41002382,23:21:00,6:45:00,11/21/2018,11/27/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
39888442,0:52:00,17:35:00,8/1/2018,8/1/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
41767081,22:42:00,22:00:00,2/22/2019,2/27/2019,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
41097791,2:50:00,5:15:00,12/3/2018,12/6/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
41235380,23:12:00,3:30:00,12/20/2018,12/24/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40212664,0:40:00,1:45:00,9/6/2018,9/19/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
39930182,9:16:00,15:45:00,8/5/2018,8/12/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
41369771,0:45:00,14:23:00,1/8/2019,1/8/2019,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
41109477,10:10:00,20:45:00,12/5/2018,12/7/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,JOHN DE SALVIO PARK,ADDRESS,0,Closed
40191174,23:23:00,21:45:00,9/4/2018,9/5/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40620434,23:23:00,23:45:00,10/22/2018,10/31/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
39684707,23:42:00,1:45:00,7/9/2018,7/12/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
41255413,9:05:00,10:00:00,12/23/2018,12/23/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40043928,12:47:00,14:30:00,8/18/2018,9/2/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40448600,7:09:00,12:00:00,10/3/2018,10/3/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
39971859,1:01:00,4:30:00,8/10/2018,8/14/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40584636,4:48:00,2:00:00,10/18/2018,10/23/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40360992,9:48:00,14:00:00,9/23/2018,9/30/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40005201,1:59:00,8:27:00,8/14/2018,8/14/2018,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),0,0,INTERSECTION,0,Closed
40973469,18:17:00,8:00:00,11/18/2018,11/20/2018,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),0,WASHINGTON SQ,ADDRESS,0,Closed
39393222,22:06:00,21:31:00,6/6/2018,6/7/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10458,2406 WEBSTER AVENUE,ADDRESS,BRONX,Closed
39412633,21:16:00,23:00:00,6/8/2018,6/11/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10461,3529 BRUCKNER BOULEVARD,ADDRESS,BRONX,Closed
39417736,11:08:00,23:00:00,6/9/2018,6/11/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10461,3529 BRUCKNER BOULEVARD,ADDRESS,BRONX,Closed
39444411,1:01:00,22:56:00,6/12/2018,6/12/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10454,350 ST ANNS AVENUE,ADDRESS,BRONX,Closed
39447133,11:39:00,13:00:00,6/12/2018,6/18/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10452,1178 ANDERSON AVENUE,ADDRESS,BRONX,Closed
39453500,22:33:00,18:10:00,6/13/2018,6/14/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10461,2037 COLONIAL AVENUE,ADDRESS,BRONX,Closed
39454334,21:37:00,18:10:00,6/13/2018,6/14/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10462,1670 BARNES AVENUE,ADDRESS,BRONX,Closed
39458246,5:17:00,14:45:00,6/14/2018,6/19/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10453,275 HARLEM RIVER PARK BRIDGE,ADDRESS,BRONX,Closed
39472736,20:57:00,19:21:00,6/15/2018,6/18/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10458,2759 BRIGGS AVENUE,ADDRESS,BRONX,Closed
39483449,17:50:00,11:15:00,6/16/2018,6/20/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10473,700 HAVEMEYER AVENUE,ADDRESS,BRONX,Closed
39488718,14:33:00,12:30:00,6/17/2018,6/19/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10461,2053 COLONIAL AVENUE,ADDRESS,BRONX,Closed
39528222,5:57:00,19:41:00,6/21/2018,6/22/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10458,362 EAST  198 STREET,ADDRESS,BRONX,Closed
39530142,4:46:00,19:41:00,6/21/2018,6/22/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10453,275 HARLEM RIVER PARK BRIDGE,ADDRESS,BRONX,Closed
39538009,17:43:00,8:36:00,6/22/2018,6/25/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10473,700 HAVEMEYER AVENUE,ADDRESS,BRONX,Closed
39542544,17:45:00,8:45:00,6/22/2018,6/26/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10473,700 HAVEMEYER AVENUE,ADDRESS,BRONX,Closed
39544724,9:00:00,7:50:00,6/23/2018,6/25/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10467,3535 KINGS COLLEGE PLACE,ADDRESS,BRONX,Closed
39545707,23:18:00,7:50:00,6/23/2018,6/25/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10470,707 EAST  242 STREET,ADDRESS,BRONX,Closed
39563944,22:19:00,21:03:00,6/25/2018,6/26/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10473,700 HAVEMEYER AVENUE,ADDRESS,BRONX,Closed
39587093,0:13:00,8:11:00,6/28/2018,6/28/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10462,1405 WHITE PLAINS ROAD,ADDRESS,BRONX,Closed
39592819,12:12:00,8:45:00,6/28/2018,6/29/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10469,3452 CORSA AVENUE,ADDRESS,BRONX,Closed
39617586,19:35:00,17:33:00,7/1/2018,7/2/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10468,30 WEST  190 STREET,ADDRESS,BRONX,Closed
39629089,21:27:00,18:00:00,7/2/2018,7/6/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10468,WEST FORDHAM ROAD,BLOCKFACE,BRONX,Closed
39639892,1:38:00,16:58:00,7/4/2018,7/5/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10453,60 EAST  177 STREET,ADDRESS,BRONX,Closed
39662408,10:53:00,15:45:00,7/6/2018,7/11/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10459,940 FOX STREET,ADDRESS,BRONX,Closed
39706581,16:34:00,8:22:00,7/11/2018,7/12/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10456,0,INTERSECTION,BRONX,Closed
39719200,13:09:00,15:45:00,7/12/2018,7/16/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10473,700 HAVEMEYER AVENUE,ADDRESS,BRONX,Closed
39719242,19:47:00,17:27:00,7/12/2018,7/13/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10456,1263 CLAY AVENUE,ADDRESS,BRONX,Closed
39737436,17:12:00,16:00:00,7/15/2018,7/17/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10467,3735 WHITE PLAINS ROAD,ADDRESS,BRONX,Closed
39737469,10:41:00,14:40:00,7/15/2018,7/16/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10455,600 CONCORD AVENUE,ADDRESS,BRONX,Closed
39818191,21:44:00,18:00:00,7/24/2018,7/25/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10451,811 WALTON AVENUE,ADDRESS,BRONX,Closed
39825691,6:43:00,15:30:00,7/25/2018,7/25/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10468,233 LANDING ROAD,ADDRESS,BRONX,Closed
39830292,0:25:00,18:00:00,7/25/2018,7/25/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10472,1725 BRUCKNER BOULEVARD,ADDRESS,BRONX,Closed
39846355,17:57:00,16:09:00,7/27/2018,7/30/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10473,700 HAVEMEYER AVENUE,ADDRESS,BRONX,Closed
39858259,12:19:00,18:45:00,7/28/2018,7/28/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10460,0,INTERSECTION,BRONX,Closed
39889790,10:01:00,14:45:00,8/1/2018,8/10/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10460,1495 BEACH AVENUE,ADDRESS,BRONX,Closed
39907599,22:33:00,17:26:00,8/2/2018,8/3/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10459,888 REV JAMES A POLITE AVENUE,ADDRESS,BRONX,Closed
39915674,21:07:00,16:05:00,8/3/2018,8/6/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10455,0,INTERSECTION,BRONX,Closed
39916382,2:57:00,17:26:00,8/3/2018,8/3/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10468,0,INTERSECTION,BRONX,Closed
39931473,0:49:00,16:05:00,8/6/2018,8/6/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10468,245 WEST FORDHAM ROAD,ADDRESS,BRONX,Closed
39940460,23:41:00,16:25:00,8/6/2018,8/7/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10460,1541 LELAND AVENUE,ADDRESS,BRONX,Closed
40014288,21:28:00,20:00:00,8/15/2018,8/16/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10465,0,INTERSECTION,BRONX,Closed
40019980,12:31:00,8:45:00,8/15/2018,8/17/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10473,700 HAVEMEYER AVENUE,ADDRESS,BRONX,Closed
40033168,20:13:00,17:31:00,8/17/2018,8/20/2018,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10451,180 EAST  163 STREET,ADDRESS,BRONX,Closed
39391378,21:26:00,8:54:00,6/6/2018,6/7/2018,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10461,1914 HUTCHINSON RIVER PARKWAY,ADDRESS,BRONX,Closed
39393612,7:43:00,9:04:00,6/7/2018,6/7/2018,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10457,3930 3 AVENUE,ADDRESS,BRONX,Closed
39393628,0:38:00,9:00:00,6/7/2018,6/7/2018,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10462,1840 MULINER AVENUE,ADDRESS,BRONX,Closed
39398901,22:36:00,11:23:00,6/7/2018,6/11/2018,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10454,749 EAST  133 STREET,ADDRESS,BRONX,Closed
39400168,22:27:00,11:22:00,6/7/2018,6/11/2018,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10454,749 EAST  133 STREET,ADDRESS,BRONX,Closed
39403649,17:51:00,14:24:00,6/8/2018,6/11/2018,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10452,1088 ANDERSON AVENUE,ADDRESS,BRONX,Closed
39404340,21:15:00,14:26:00,6/8/2018,6/11/2018,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10457,1682 MONROE AVENUE,ADDRESS,BRONX,Closed
39404358,21:22:00,14:30:00,6/8/2018,6/11/2018,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10469,2941 DEWITT PLACE,ADDRESS,BRONX,Closed
39406256,21:17:00,14:28:00,6/8/2018,6/11/2018,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10469,2963 DEWITT PLACE,ADDRESS,BRONX,Closed
39407504,21:24:00,14:31:00,6/8/2018,6/11/2018,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10469,2303 TENBROECK AVENUE,ADDRESS,BRONX,Closed
39408190,21:17:00,14:28:00,6/8/2018,6/11/2018,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10469,2959 DEWITT PLACE,ADDRESS,BRONX,Closed
39408195,21:17:00,14:26:00,6/8/2018,6/11/2018,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10469,2961 DEWITT PLACE,ADDRESS,BRONX,Closed
39411350,16:01:00,14:20:00,6/8/2018,6/11/2018,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10465,3146 WATERBURY AVENUE,ADDRESS,BRONX,Closed
39411353,21:25:00,14:32:00,6/8/2018,6/11/2018,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10469,2931 DEWITT PLACE,ADDRESS,BRONX,Closed
39412936,9:02:00,14:15:00,6/8/2018,6/11/2018,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10460,1524 BOONE AVENUE,ADDRESS,BRONX,Closed
39413332,21:20:00,14:29:00,6/8/2018,6/11/2018,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10469,2951 DEWITT PLACE,ADDRESS,BRONX,Closed
39419829,12:17:00,11:31:00,6/9/2018,6/12/2018,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10461,1559 YATES AVENUE,ADDRESS,BRONX,Closed
39422159,1:41:00,12:02:00,6/10/2018,6/12/2018,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10466,1900 SCHIEFFELIN AVENUE,ADDRESS,BRONX,Closed
39424155,12:04:00,12:10:00,6/10/2018,6/12/2018,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10462,1840 MULINER AVENUE,ADDRESS,BRONX,Closed
39424159,0:22:00,11:58:00,6/10/2018,6/12/2018,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10454,456 EAST  137 STREET,ADDRESS,BRONX,Closed
39459467,10:10:00,9:11:00,6/14/2018,6/19/2018,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10472,2229 CHATTERTON AVENUE,ADDRESS,BRONX,Closed
